Date,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Date,,,,,
2020-02-01,9392.875,9439.323242,9313.239258,9346.357422,25922656496
2020-02-02,9344.365234,9468.797852,9217.824219,9389.820313,30835736946
2020-02-03,9293.521484,9540.37207,9248.633789,9344.683594,30934096509
2020-02-04,9180.962891,9331.265625,9112.811523,9292.841797,29893183716
2020-02-05,9613.423828,9701.299805,9163.704102,9183.416016,35222060874
2020-02-06,9729.801758,9824.619141,9539.818359,9617.821289,37628823716
2020-02-07,9795.943359,9834.716797,9726.00293,9726.00293,34522718159
2020-02-08,9865.119141,9876.749023,9678.910156,9793.070313,35172043762
2020-02-09,10116.67383,10129.43555,9850.392578,9863.894531,35807884663
2020-02-10,9856.611328,10165.76563,9784.563477,10115.55957,39386548075
2020-02-11,10208.23633,10210.05273,9729.334961,9855.891602,37648059389
2020-02-12,10326.05469,10393.61133,10202.3877,10202.3877,43444303830
2020-02-13,10214.37988,10457.62695,10116.16113,10323.96094,49356071373
2020-02-14,10312.11621,10321.99609,10125.53418,10211.55078,43338264162
2020-02-15,9889.424805,10341.55566,9874.427734,10313.85645,43865054831
2020-02-16,9934.433594,10053.96875,9722.386719,9889.179688,43374780305
2020-02-17,9690.142578,9938.81543,9507.637695,9936.560547,45998298413
2020-02-18,10141.99609,10161.93555,9632.382813,9691.230469,47271023953
2020-02-19,9633.386719,10191.67578,9611.223633,10143.79883,46992019710
2020-02-20,9608.475586,9643.216797,9507.900391,9629.325195,44925260237
2020-02-21,9686.441406,9723.014648,9589.743164,9611.782227,40930547513
2020-02-22,9663.181641,9698.231445,9600.728516,9687.707031,35838025154
2020-02-23,9924.515625,9937.404297,9657.791016,9663.318359,41185185761
2020-02-24,9650.174805,9951.746094,9537.042969,9921.583008,45080496648
2020-02-25,9341.705078,9652.737305,9305.021484,9651.3125,42515259129
2020-02-26,8820.522461,9354.77832,8704.426758,9338.290039,50420050762
2020-02-27,8784.494141,8932.892578,8577.199219,8825.09375,45470195695
2020-02-28,8672.455078,8890.456055,8492.932617,8788.728516,44605450443
2020-02-29,8599.508789,8775.631836,8599.508789,8671.212891,35792392544
2020-03-01,8562.454102,8726.796875,8471.212891,8599.758789,35349164300
2020-03-02,8869.669922,8921.308594,8532.630859,8563.264648,42857674409
2020-03-03,8787.786133,8901.598633,8704.990234,8865.387695,42386715821
2020-03-04,8755.246094,8843.366211,8712.431641,8788.541992,34746706368
2020-03-05,9078.762695,9142.054688,8757.253906,8760.285156,39698054597
2020-03-06,9122.545898,9167.695313,9032.079102,9078.308594,40826885651
2020-03-07,8909.954102,9163.220703,8890.744141,9121.600586,36216930370
2020-03-08,8108.116211,8914.34375,8105.25293,8908.206055,39973102121
2020-03-09,7923.644531,8177.793457,7690.098145,8111.146484,46936995808
2020-03-10,7909.729492,8136.945313,7814.763184,7922.146973,42213940994
2020-03-11,7911.430176,7950.814453,7642.8125,7910.089844,38682762605
2020-03-12,4970.788086,7929.116211,4860.354004,7913.616211,53980357243
2020-03-13,5563.707031,5838.114746,4106.980957,5017.831055,74156772075
2020-03-14,5200.366211,5625.226563,5125.069336,5573.077637,36154506008
2020-03-15,5392.314941,5836.64502,5169.283203,5201.066895,33997889639
2020-03-16,5014.47998,5385.229492,4575.35791,5385.229492,45368026430
2020-03-17,5225.629395,5371.348633,4981.90918,5002.578125,38622642935
2020-03-18,5238.438477,5331.833984,5069.335938,5227.11377,37878801016
2020-03-19,6191.192871,6329.73584,5236.96875,5245.416504,51000731797
2020-03-20,6198.77832,6844.261719,5865.781738,6191.653809,54442976103
2020-03-21,6185.066406,6378.135254,5932.823242,6206.521484,42494390880
2020-03-22,5830.254883,6359.697266,5823.713867,6185.558105,40099664740
2020-03-23,6416.314941,6443.93457,5785.004395,5831.374512,46491916000
2020-03-24,6734.803711,6789.022949,6411.066406,6436.642578,48221910672
2020-03-25,6681.062988,6892.51123,6536.92627,6738.716797,44590107888
2020-03-26,6716.44043,6735.463867,6590.962891,6675.170898,35319797642
2020-03-27,6469.79834,6793.836426,6466.70166,6719.38916,34585598367
2020-03-28,6242.193848,6467.500977,6117.837891,6467.253906,34885225901
2020-03-29,5922.042969,6250.467285,5920.085938,6245.624512,28373690931
2020-03-30,6429.841797,6517.195801,5903.234375,5925.538574,37101651525
2020-03-31,6438.644531,6504.515137,6374.162109,6430.606445,32786468812
2020-04-01,6606.776367,6612.57373,6202.373535,6437.319336,40346426266
2020-04-02,6793.624512,7088.247559,6595.918457,6606.776367,47660646124
2020-04-03,6733.387207,7003.220703,6673.335938,6797.396484,38976504903
2020-04-04,6867.527344,6878.953613,6696.484863,6738.382813,33185988584
2020-04-05,6791.129395,6883.414063,6715.929199,6862.537598,29510409856
2020-04-06,7271.78125,7271.78125,6782.889648,6788.049805,46896904615
2020-04-07,7176.414551,7427.939453,7136.714355,7273.644043,44243482668
2020-04-08,7334.098633,7356.223633,7153.305664,7179.283203,37563249549
2020-04-09,7302.089355,7341.448242,7179.094238,7337.966309,34815139178
2020-04-10,6865.493164,7303.81543,6802.475098,7303.81543,43622840992
2020-04-11,6859.083008,6926.069824,6789.920898,6867.44043,31222085946
2020-04-12,6971.091797,7119.947266,6811.078125,6858.067871,35759567632
2020-04-13,6845.037598,6965.616699,6668.259766,6965.616699,38619308647
2020-04-14,6842.427734,6958.557129,6793.821289,6843.281738,34110434052
2020-04-15,6642.109863,6928.664551,6633.402832,6845.561523,32288311031
2020-04-16,7116.804199,7134.450684,6555.504395,6640.454102,46783242377
2020-04-17,7096.18457,7167.183105,7050.332031,7116.552734,32513423567
2020-04-18,7257.665039,7269.956543,7089.24707,7092.291504,32447188386
2020-04-19,7189.424805,7280.521973,7167.054688,7260.922363,31311210215
2020-04-20,6881.958496,7240.290527,6835.50293,7186.873535,37747113936
2020-04-21,6880.323242,6934.551758,6834.442383,6879.78418,32589741511
2020-04-22,7117.20752,7145.865723,6867.781738,6879.44043,33249153866
2020-04-23,7429.724609,7491.785156,7081.594727,7121.306152,43500782316
2020-04-24,7550.900879,7574.195801,7434.181641,7434.181641,34636526286
2020-04-25,7569.936035,7641.36377,7521.672363,7550.48291,32941541447
2020-04-26,7679.867188,7700.594238,7561.407715,7570.13916,33070154491
2020-04-27,7795.601074,7795.601074,7679.418945,7679.418945,36162144725
2020-04-28,7807.058594,7814.527344,7730.806641,7796.970215,33187959921
2020-04-29,8801.038086,8871.753906,7786.049316,7806.712402,60201052203
2020-04-30,8658.553711,9440.650391,8533.255859,8797.669922,66964629541
2020-05-01,8864.766602,9048.023438,8667.763672,8672.782227,44068389997
2020-05-02,8988.59668,9007.1875,8811.366211,8869.057617,40134388683
2020-05-03,8897.46875,9167.78125,8830.97168,8983.614258,47101785174
2020-05-04,8912.654297,8956.90625,8645.024414,8895.745117,45718796276
2020-05-05,9003.070313,9062.415039,8856.827148,8912.832031,43148462663
2020-05-06,9268.761719,9411.467773,8966.706055,9007.441406,49371886931
2020-05-07,9951.518555,9992.664063,9138.322266,9261.895508,61112700562
2020-05-08,9842.666016,9996.743164,9767.172852,9936.162109,51780748042
2020-05-09,9593.896484,9913.863281,9580.644531,9840.90625,46566121841
2020-05-10,8756.430664,9595.581055,8395.107422,9591.168945,63325279337
2020-05-11,8601.795898,9033.470703,8374.323242,8755.535156,57119858802
2020-05-12,8804.477539,8949.898438,8569.643555,8610.385742,42142717533
2020-05-13,9269.987305,9317.878906,8805.387695,8805.387695,45558144023
2020-05-14,9733.72168,9793.268555,9255.035156,9271.329102,56426907637
2020-05-15,9328.197266,9755.828125,9261.398438,9734.291016,48158802327
2020-05-16,9377.013672,9564.205078,9260.694336,9333.240234,36164766408
2020-05-17,9670.739258,9823.001953,9349.545898,9374.929688,40084250663
2020-05-18,9726.575195,9906.030273,9570.359375,9675.695313,41827139896
2020-05-19,9729.038086,9836.047852,9539.624023,9727.063477,39254288955
2020-05-20,9522.981445,9804.793945,9447.201172,9725.329102,36546239703
2020-05-21,9081.761719,9555.242188,8869.930664,9522.740234,39326160532
2020-05-22,9182.577148,9232.936523,9008.638672,9080.334961,29810773699
2020-05-23,9209.287109,9302.501953,9118.108398,9185.0625,27727866812
2020-05-24,8790.368164,9288.404297,8787.250977,9212.283203,32518803300
2020-05-25,8906.93457,8951.005859,8719.667969,8786.107422,31288157264
2020-05-26,8835.052734,8991.967773,8757.293945,8909.585938,29584186947
2020-05-27,9181.017578,9203.320313,8834.157227,8837.380859,32740536902
2020-05-28,9525.750977,9546.319336,9148.457031,9184.945313,34367073114
2020-05-29,9439.124023,9573.666992,9379.338867,9528.355469,32896642044
2020-05-30,9700.414063,9704.030273,9366.729492,9438.914063,32722975141
2020-05-31,9461.058594,9700.34375,9432.296875,9700.105469,27773290299
2020-06-01,10167.26855,10199.56543,9450.899414,9463.605469,35198901068
2020-06-02,9529.803711,10182.34082,9460.571289,10162.97363,39137252109
2020-06-03,9656.717773,9682.859375,9471.84668,9533.760742,25007459262
2020-06-04,9800.636719,9887.610352,9525.24707,9655.854492,25921805072
2020-06-05,9665.533203,9869.237305,9663.216797,9800.21582,23509628646
2020-06-06,9653.679688,9773.431641,9591.024414,9664.904297,20438419222
2020-06-07,9758.852539,9768.498047,9458.150391,9653.00293,25015250846
2020-06-08,9771.489258,9782.306641,9675.885742,9760.063477,21486346312
2020-06-09,9795.700195,9836.369141,9664.719727,9774.360352,23717842783
2020-06-10,9870.094727,9908.896484,9728.291016,9794.119141,25706567601
2020-06-11,9321.78125,9938.297852,9263.069336,9870.078125,30247143440
2020-06-12,9480.84375,9540.46582,9285.851563,9320.69043,22610564515
2020-06-13,9475.277344,9493.211914,9396.009766,9480.735352,17564322315
2020-06-14,9386.788086,9482.270508,9347.59375,9477.553711,18991732746
2020-06-15,9450.702148,9504.860352,8990.175781,9386.035156,26699704768
2020-06-16,9538.024414,9579.430664,9400.445313,9454.266602,21565537209
2020-06-17,9480.254883,9540.422852,9327.339844,9533.78418,20177709879
2020-06-18,9411.84082,9482.782227,9328.395508,9481.567383,17770083003
2020-06-19,9288.018555,9440.875977,9274.295898,9410.293945,19632223107
2020-06-20,9332.34082,9394.97168,9247.379883,9290.959961,17130541557
2020-06-21,9303.629883,9401.107422,9300.430664,9330.926758,15324301169
2020-06-22,9648.717773,9655.073242,9296.87207,9300.915039,21104009514
2020-06-23,9629.658203,9670.541016,9547.24707,9644.076172,17006433272
2020-06-24,9313.610352,9680.367188,9278.233398,9632.149414,18961716076
2020-06-25,9264.813477,9340.161133,9095.324219,9314.126953,18616048626
2020-06-26,9162.917969,9310.516602,9101.738281,9260.995117,18341465837
2020-06-27,9045.390625,9207.810547,8998.216797,9167.824219,17273093144
2020-06-28,9143.582031,9197.546875,8975.525391,9048.460938,14560870760
2020-06-29,9190.854492,9237.573242,9041.875977,9140.029297,16460547078
2020-06-30,9137.993164,9217.835938,9084.837891,9185.581055,15735797744
2020-07-01,9228.325195,9309.754883,9104.735352,9145.985352,15971550355
2020-07-02,9123.410156,9274.962891,9036.623047,9231.139648,16338916796
2020-07-03,9087.303711,9202.344727,9058.794922,9124.842773,13078970999
2020-07-04,9132.488281,9183.295898,9053.629883,9084.233398,12290528515
2020-07-05,9073.942383,9162.183594,8977.015625,9126.09082,12903406143
2020-07-06,9375.474609,9375.474609,9058.664063,9072.849609,17889263252
2020-07-07,9252.277344,9360.617188,9201.81543,9349.161133,13839652595
2020-07-08,9428.333008,9450.335938,9249.5,9253.020508,19702359883
2020-07-09,9277.967773,9431.378906,9234.999023,9427.994141,18000702524
2020-07-10,9278.807617,9287.47168,9118.001953,9273.357422,16860035605
2020-07-11,9240.34668,9293.532227,9199.485352,9277.511719,13249910444
2020-07-12,9276.5,9319.418945,9197.450195,9241.054688,14452361907
2020-07-13,9243.614258,9306.405273,9224.292969,9277.205078,17519821266
2020-07-14,9243.213867,9283.841797,9171.661133,9238.703125,18085038362
2020-07-15,9192.836914,9275.325195,9171.933594,9241.897461,15844731575
2020-07-16,9132.227539,9214.3125,9088.947266,9191.980469,15713967523
2020-07-17,9151.392578,9182.253906,9089.202148,9131.8125,13944570749
2020-07-18,9159.040039,9230.983398,9100.824219,9151.183594,12252601475
2020-07-19,9185.817383,9201.398438,9097.632813,9158.005859,12939002784
2020-07-20,9164.231445,9214.270508,9137.509766,9187.220703,13755604146
2020-07-21,9374.887695,9407.262695,9149.389648,9162.514648,18069581956
2020-07-22,9525.363281,9530.518555,9319.65332,9375.080078,16532254884
2020-07-23,9581.072266,9610.24707,9483.003906,9527.141602,18146399002
2020-07-24,9536.892578,9623.336914,9481.454102,9585.514648,16552768325
2020-07-25,9677.113281,9704.556641,9530.211914,9539.485352,16610070933
2020-07-26,9905.166992,10023.80762,9652.847656,9680.234375,20507998997
2020-07-27,10990.87305,11298.22168,9903.969727,9905.217773,35359749590
2020-07-28,10912.82324,11204.32715,10632.63184,11017.46387,28766551142
2020-07-29,11100.46777,11304.39746,10856.1416,10912.95313,24617249715
2020-07-30,11111.21387,11169.35645,10895.45508,11099.83301,22857247901
2020-07-31,11323.4668,11415.86426,10987.05371,11110.21094,23160469766
2020-08-01,11759.59277,11794.77539,11239.68262,11322.57031,26075670303
2020-08-02,11053.61426,12034.14453,11018.12988,11758.76465,27410067336
2020-08-03,11246.34863,11453.0791,11012.41504,11043.76855,20271713443
2020-08-04,11205.89258,11385.38184,11094.14551,11246.20313,21250197042
2020-08-05,11747.02246,11786.61719,11158.28516,11203.82324,24411254471
2020-08-06,11779.77344,11902.33594,11598.71387,11749.87109,23400740340
2020-08-07,11601.47266,11898.03809,11408.59375,11778.89453,23132312867
2020-08-08,11754.0459,11800.06445,11558.43164,11604.55371,17572057837
2020-08-09,11675.73926,11806.05664,11548.78418,11737.3252,17489608833
2020-08-10,11878.11133,12045.14063,11662.25684,11662.25684,26114112569
2020-08-11,11410.52539,11932.71094,11195.70898,11881.64746,27039782640
2020-08-12,11584.93457,11748.39648,11249.60547,11404.59668,25064548486
2020-08-13,11784.1377,11796.39648,11216.87207,11588.40527,27522199497
2020-08-14,11768.87109,12150.99414,11685.45508,11772.65918,24237958589
2020-08-15,11865.69824,11963.20313,11768.69727,11768.69727,23354924400
2020-08-16,11892.80371,11934.90137,11737.18848,11866.68555,20583375490
2020-08-17,12254.40234,12359.05664,11806.69629,11895.6582,28227687027
2020-08-18,11991.2334,12335.70703,11954.52539,12251.89551,26043227672
2020-08-19,11758.2832,12028.92383,11687.33301,11990.88477,24502851117
2020-08-20,11878.37207,11900.41113,11710.06348,11761.5,20175242945
2020-08-21,11592.48926,11899.25977,11564.97949,11878.02637,23762425999
2020-08-22,11681.8252,11689.40723,11448.80566,11585.47754,20224191306
2020-08-23,11664.84766,11713.42969,11559.9209,11679.69629,18482062658
2020-08-24,11774.5957,11807.63184,11623.25,11663.68945,20681511755
2020-08-25,11366.13477,11778.2998,11189.85059,11773.58887,26301509932
2020-08-26,11488.36328,11530.05273,11296.99316,11366.89453,22466660958
2020-08-27,11323.39746,11570.78613,11185.94141,11485.6084,23240415076
2020-08-28,11542.5,11545.61523,11316.42285,11325.2959,19807127588
2020-08-29,11506.86523,11585.64063,11466.29297,11541.05469,17485597759
2020-08-30,11711.50586,11715.26465,11492.38184,11508.71387,19760127945
2020-08-31,11680.82031,11768.87695,11598.31836,11713.30664,22285928250
2020-09-01,11970.47852,12067.08105,11601.12891,11679.31641,27311555343
2020-09-02,11414.03418,11964.82324,11290.79395,11964.82324,28037405299
2020-09-03,10245.29688,11443.02246,10182.46484,11407.19141,31927261555
2020-09-04,10511.81348,10663.91992,10207.94043,10230.36523,29965130374
2020-09-05,10169.56738,10581.57129,9946.675781,10512.53027,44916565292
2020-09-06,10280.35156,10353.92773,10056.88574,10167.2168,37071460174
2020-09-07,10369.56348,10399.15332,9916.493164,10280.99805,33703098409
2020-09-08,10131.5166,10414.77539,9945.110352,10369.30664,33430927462
2020-09-09,10242.34766,10350.54297,10017.25098,10134.15137,24128292755
2020-09-10,10363.13867,10503.91211,10238.13574,10242.33008,54406443211
2020-09-11,10400.91504,10434.92285,10140.83691,10369.02832,45201121775
2020-09-12,10442.1709,10578.83789,10292.38672,10409.86133,36750077324
2020-09-13,10323.75586,10577.21484,10224.33008,10452.39941,36506852789
2020-09-14,10680.83789,10800.01074,10266.00879,10328.73438,35453581940
2020-09-15,10796.95117,10938.63184,10656.45996,10677.75488,32509451925
2020-09-16,10974.90527,11100.12402,10704.88477,10797.76172,30769986455
2020-09-17,10948.99023,11037.4209,10774.62793,10973.25195,38151810523
2020-09-18,10944.58594,11034.9082,10829.65723,10951.82031,26341903912
2020-09-19,11094.34668,11134.09277,10909.61816,10933.75293,22764204008
2020-09-20,10938.27148,11095.87012,10814.47754,11095.87012,24699523788
2020-09-21,10462.25977,10988.30469,10380.26074,10934.92578,28884999244
2020-09-22,10538.45996,10568.07715,10382.72656,10459.62402,23621787804
2020-09-23,10246.18652,10537.82813,10197.86523,10535.49219,23788661867
2020-09-24,10760.06641,10771.05664,10231.49023,10248.78613,47144380902
2020-09-25,10692.7168,10777.69629,10578.91406,10761.10938,39348590957
2020-09-26,10750.72363,10772.99902,10667.28125,10695.5752,46852525493
2020-09-27,10775.26953,10803.97656,10622.92188,10746.89258,53745972818
2020-09-28,10709.65234,10945.34766,10703.89355,10776.61328,47762394731
2020-09-29,10844.64063,10860.00098,10649.49512,10709.65039,46582396602
2020-09-30,10784.49121,10847.25684,10669.32129,10843.87109,44171073700
2020-10-01,10619.45215,10933.62402,10472.35645,10795.25488,40023134100
2020-10-02,10575.97461,10657.83789,10416.68945,10619.82129,48661453918
2020-10-03,10549.3291,10598.94043,10511.12988,10575.10059,44660271563
2020-10-04,10669.58301,10686,10534.3916,10550.44043,71251776995
2020-10-05,10793.33984,10793.50781,10634.60059,10676.5293,47537578009
2020-10-06,10604.40625,10797.57813,10528.89063,10796.30664,42623695307
2020-10-07,10668.96875,10680.50781,10562.50684,10603.35547,37799458436
2020-10-08,10915.68555,10945.7373,10562.60645,10669.37109,63314794397
2020-10-09,11064.45801,11102.67188,10846.85059,10927.91309,22799117613
2020-10-10,11296.36133,11442.21094,11056.94043,11059.14258,22877978588
2020-10-11,11384.18164,11428.81348,11288.62793,11296.08203,19968627060
2020-10-12,11555.36328,11698.46777,11240.68652,11392.63574,26163972642
2020-10-13,11425.89941,11548.98438,11321.22461,11548.71973,24241420251
2020-10-14,11429.50684,11539.97754,11307.83105,11429.04785,24103426719
2020-10-15,11495.34961,11569.91406,11303.60352,11426.60254,24487233058
2020-10-16,11322.12305,11540.06152,11223.0127,11502.82813,25635480772
2020-10-17,11358.10156,11386.26172,11285.3457,11322.12305,19130430174
2020-10-18,11483.35938,11483.35938,11347.57813,11355.98242,18283314340
2020-10-19,11742.03711,11799.09277,11408.29004,11495.03809,23860769928
2020-10-20,11916.33496,11999.91797,11681.48047,11745.97461,30915821592
2020-10-21,12823.68945,13184.56641,11900.92871,11913.07715,43414712626
2020-10-22,12965.8916,13161.59375,12717.09375,12801.63574,34729759598
2020-10-23,12931.53906,13015.96191,12752.64746,12971.54883,28974975003
2020-10-24,13108.0625,13145.06641,12885.74707,12931.57422,24542317940
2020-10-25,13031.17383,13329.18359,12910.06152,13108.06348,24406920575
2020-10-26,13075.24805,13225.29785,12822.38281,13031.20117,29461458313
2020-10-27,13654.21875,13759.66895,13060.83789,13075.24219,33749878156
2020-10-28,13271.28516,13837.69531,12932.25098,13654.21484,35867318895
2020-10-29,13437.88281,13612.04785,12980.05957,13271.29883,56499499598
2020-10-30,13546.52246,13651.5166,13136.19824,13437.87402,30581485201
2020-10-31,13780.99512,14028.21387,13457.53027,13546.53223,30306464719
2020-11-01,13737.10938,13862.0332,13628.37793,13780.99512,24453857900
2020-11-02,13550.48926,13808.32324,13243.16016,13737.03223,30771455468
2020-11-03,13950.30078,13984.98145,13325.44141,13550.45117,29869951617
2020-11-04,14133.70703,14218.7666,13580.47168,13950.48828,35116364962
2020-11-05,15579.84863,15706.4043,14102.08887,14133.7334,40856321439
2020-11-06,15565.88086,15903.4375,15226.83984,15579.72949,39837841971
2020-11-07,14833.75391,15737.0957,14423.20313,15565.88086,35024953706
2020-11-08,15479.56738,15637.32031,14744.11035,14833.75391,26632075029
2020-11-09,15332.31543,15785.13672,14865.5293,15479.5957,34149115566
2020-11-10,15290.90234,15450.3291,15124.95996,15332.35059,25574938143
2020-11-11,15701.33984,15916.26074,15290.00684,15290.90918,29772374934
2020-11-12,16276.34375,16305.00391,15534.77148,15701.29883,34175758344
2020-11-13,16317.80859,16463.17773,15992.15234,16276.44043,31599492172
2020-11-14,16068.13867,16317.80859,15749.19336,16317.80859,27481710135
2020-11-15,15955.58789,16123.11035,15793.53418,16068.13965,23653867583
2020-11-16,16716.11133,16816.18164,15880.70605,15955.57715,31526766675
2020-11-17,17645.40625,17782.91992,16564.54492,16685.69141,39006849170
2020-11-18,17804.00586,18393.94922,17352.90625,17645.19141,49064800278
2020-11-19,17817.08984,18119.54688,17382.55469,17803.86133,36985055355
2020-11-20,18621.31445,18773.22656,17765.79492,17817.08398,36992873940
2020-11-21,18642.23242,18936.62109,18444.35938,18621.31641,39650210707
2020-11-22,18370.00195,18688.96875,17671.38477,18642.23242,41280434226
2020-11-23,18364.12109,18711.42578,18000.79688,18370.01758,42741112308
2020-11-24,19107.46484,19348.27148,18128.65625,18365.01563,51469565009
2020-11-25,18732.12109,19390.96484,18581.14648,19104.41016,43710357371
2020-11-26,17150.62305,18866.28516,16351.03516,18729.83984,61396835737
2020-11-27,17108.40234,17445.02344,16526.42383,17153.91406,38886494645
2020-11-28,17717.41406,17853.93945,16910.65234,17112.93359,32601040734
2020-11-29,18177.48438,18283.62891,17559.11719,17719.63477,31133957704
2020-11-30,19625.83594,19749.26367,18178.32227,18178.32227,47728480399
2020-12-01,18802.99805,19845.97461,18321.92188,19633.76953,49633658712
2020-12-02,19201.0918,19308.33008,18347.71875,18801.74414,37387697139
2020-12-03,19445.39844,19566.19141,18925.78516,19205.92578,31930317405
2020-12-04,18699.76563,19511.4043,18697.19336,19446.9668,33872388058
2020-12-05,19154.23047,19160.44922,18590.19336,18698.38477,27242455064
2020-12-06,19345.12109,19390.5,18897.89453,19154.17969,25293775714
2020-12-07,19191.63086,19411.82813,18931.14258,19343.12891,26896357742
2020-12-08,18321.14453,19283.47852,18269.94531,19191.5293,31692288756
2020-12-09,18553.91602,18626.29297,17935.54688,18320.88477,34420373071
2020-12-10,18264.99219,18553.29883,17957.06445,18553.29883,25547132265
2020-12-11,18058.9043,18268.45313,17619.5332,18263.92969,27919640985
2020-12-12,18803.65625,18919.55078,18046.04102,18051.32031,21752580802
2020-12-13,19142.38281,19381.53516,18734.33203,18806.76563,25450468637
2020-12-14,19246.64453,19305.09961,19012.70898,19144.49219,22473997681
2020-12-15,19417.07617,19525.00781,19079.8418,19246.91992,26741982541
2020-12-16,21310.59766,21458.9082,19298.31641,19418.81836,44409011479
2020-12-17,22805.16211,23642.66016,21234.67578,21308.35156,71378606374
2020-12-18,23137.96094,23238.60156,22399.8125,22806.79688,40387896275
2020-12-19,23869.83203,24085.85547,22826.47266,23132.86523,38487546580
2020-12-20,23477.29492,24209.66016,23147.71094,23861.76563,37844228422
2020-12-21,22803.08203,24059.98242,22159.36719,23474.45508,45852713981
2020-12-22,23783.0293,23789.90234,22430.60547,22794.03906,44171632681
2020-12-23,23241.3457,24024.49023,22802.64648,23781.97461,51146161904
2020-12-24,23735.94922,23768.33789,22777.59766,23240.20313,41080759713
2020-12-25,24664.79102,24710.10156,23463.67383,23733.57031,42068395846
2020-12-26,26437.03711,26718.07031,24522.68945,24677.01563,48332647295
2020-12-27,26272.29492,28288.83984,25922.76953,26439.37305,66479895605
2020-12-28,27084.80859,27389.11133,26207.64063,26280.82227,49056742893
2020-12-29,27362.4375,27370.7207,25987.29883,27081.81055,45265946774
2020-12-30,28840.95313,28937.74023,27360.08984,27360.08984,51287442704
2020-12-31,29001.7207,29244.87695,28201.99219,28841.57422,46754964848
2021-01-01,29374.15234,29600.62695,28803.58594,28994.00977,40730301359
2021-01-02,32127.26758,33155.11719,29091.18164,29376.45508,67865420765
2021-01-03,32782.02344,34608.55859,32052.31641,32129.4082,78665235202
2021-01-04,31971.91406,33440.21875,28722.75586,32810.94922,81163475344
2021-01-05,33992.42969,34437.58984,30221.1875,31977.04102,67547324782
2021-01-06,36824.36328,36879.69922,33514.03516,34013.61328,75289433811
2021-01-07,39371.04297,40180.36719,36491.19141,36833.875,84762141031
2021-01-08,40797.60938,41946.73828,36838.63672,39381.76563,88107519480
2021-01-09,40254.54688,41436.35156,38980.875,40788.64063,61984162837
2021-01-10,38356.44141,41420.19141,35984.62891,40254.21875,79980747690
2021-01-11,35566.65625,38346.53125,30549.59961,38346.53125,1.23E+11
2021-01-12,33922.96094,36568.52734,32697.97656,35516.35938,74773277909
2021-01-13,37316.35938,37599.96094,32584.66797,33915.12109,69364315979
2021-01-14,39187.32813,39966.40625,36868.5625,37325.10938,63615990033
2021-01-15,36825.36719,39577.71094,34659.58984,39156.70703,67760757881
2021-01-16,36178.14063,37864.36719,35633.55469,36821.64844,57706187875
2021-01-17,35791.27734,36722.35156,34069.32031,36163.64844,52359854336
2021-01-18,36630.07422,37299.28516,34883.84375,35792.23828,49511702429
2021-01-19,36069.80469,37755.89063,36069.80469,36642.23438,57244195486
